Date,Expiry,Strike,Call,Put,Underlying Value
8-Mar-19,28-Mar-19,8400,2345.25,32.55,-
8-Mar-19,28-Mar-19,8500,2566.35,2.8,-
8-Mar-19,28-Mar-19,8600,2480,3,-
8-Mar-19,28-Mar-19,8700,2351,3.05,-
8-Mar-19,28-Mar-19,8800,2005,63.8,-
8-Mar-19,28-Mar-19,8900,1922.75,74.4,-
8-Mar-19,28-Mar-19,9000,2060.3,3.5,-
8-Mar-19,28-Mar-19,9100,1732.15,3,-
8-Mar-19,28-Mar-19,9150,1685.15,6.15,-
8-Mar-19,28-Mar-19,9200,1865,4,-
8-Mar-19,28-Mar-19,9250,1589.45,8.7,-
8-Mar-19,28-Mar-19,9300,1756.85,3.1,-
8-Mar-19,28-Mar-19,9350,1615.35,13.25,-
8-Mar-19,28-Mar-19,9400,1653.25,4.5,-
8-Mar-19,28-Mar-19,9450,1521.7,3.05,-
8-Mar-19,28-Mar-19,9500,1566.2,3.85,-
8-Mar-19,28-Mar-19,9550,1429.35,23.6,-
8-Mar-19,28-Mar-19,9600,1468.55,4.15,-
8-Mar-19,28-Mar-19,9650,1338.45,30.85,-
8-Mar-19,28-Mar-19,9700,1355,5.45,-
8-Mar-19,28-Mar-19,9750,1249.25,39.8,-
8-Mar-19,28-Mar-19,9800,1271.15,6.15,-
8-Mar-19,28-Mar-19,9850,1162.05,50.75,-
8-Mar-19,28-Mar-19,9900,1157.9,6.3,-
8-Mar-19,28-Mar-19,9950,1077.05,63.9,-
8-Mar-19,28-Mar-19,10000,1070.95,6.6,-
8-Mar-19,28-Mar-19,10050,994.6,79.6,-
8-Mar-19,28-Mar-19,10100,965,7.2,-
8-Mar-19,28-Mar-19,10150,766.75,27.5,-
8-Mar-19,28-Mar-19,10200,848,8.6,-
8-Mar-19,28-Mar-19,10250,838.2,11.05,-
8-Mar-19,28-Mar-19,10300,780.9,11.35,-
8-Mar-19,28-Mar-19,10350,765.15,13,-
8-Mar-19,28-Mar-19,10400,684.4,14.25,-
8-Mar-19,28-Mar-19,10450,515,16.75,-
8-Mar-19,28-Mar-19,10500,587.2,20.05,-
8-Mar-19,28-Mar-19,10550,540.2,23.25,-
8-Mar-19,28-Mar-19,10600,498.35,27.55,-
8-Mar-19,28-Mar-19,10650,449.75,32.05,-
8-Mar-19,28-Mar-19,10700,406.8,38.15,-
8-Mar-19,28-Mar-19,10750,362.7,44.8,-
8-Mar-19,28-Mar-19,10800,323.05,51.75,-
8-Mar-19,28-Mar-19,10850,280.1,61.75,-
8-Mar-19,28-Mar-19,10900,244.6,72.1,-
8-Mar-19,28-Mar-19,10950,207.4,85.85,-
8-Mar-19,28-Mar-19,11000,174,102.4,-
8-Mar-19,28-Mar-19,11050,142.35,119.25,-
8-Mar-19,28-Mar-19,11100,114,140.5,-
8-Mar-19,28-Mar-19,11150,90.45,165.95,-
8-Mar-19,28-Mar-19,11200,69.45,195.1,-
8-Mar-19,28-Mar-19,11250,50.35,219.5,-
8-Mar-19,28-Mar-19,11300,37.85,260.7,-
8-Mar-19,28-Mar-19,11350,26.5,301.9,-
8-Mar-19,28-Mar-19,11400,18.8,340.35,-
8-Mar-19,28-Mar-19,11450,13.8,666.35,-
8-Mar-19,28-Mar-19,11500,10.45,426.45,-
11-Mar-19,28-Mar-19,11550,13.05,736.15,11168.05
11-Mar-19,28-Mar-19,11600,9.45,399.45,11168.05
11-Mar-19,28-Mar-19,11650,8.95,809.6,11168.05
11-Mar-19,28-Mar-19,11700,4.7,503.55,11168.05
11-Mar-19,28-Mar-19,11750,131.45,885.15,11168.05
11-Mar-19,28-Mar-19,11800,3.95,607.75,11168.05
11-Mar-19,28-Mar-19,11850,111.9,963.75,11168.05
11-Mar-19,28-Mar-19,11900,3.6,722,11168.05
11-Mar-19,28-Mar-19,11950,94.75,1044.75,11168.05
11-Mar-19,28-Mar-19,12000,3.3,793.75,11168.05
11-Mar-19,28-Mar-19,12050,79.9,1128.05,11168.05
11-Mar-19,28-Mar-19,12100,3.2,1015,11168.05
11-Mar-19,28-Mar-19,12150,67.05,1213.35,11168.05
11-Mar-19,28-Mar-19,12200,3.15,992.5,11168.05
11-Mar-19,28-Mar-19,12250,19.95,1300.45,11168.05
11-Mar-19,28-Mar-19,12300,2.75,1109.45,11168.05
11-Mar-19,28-Mar-19,12350,7.4,1319.1,11168.05
11-Mar-19,28-Mar-19,12400,1.85,1204.85,11168.05
11-Mar-19,28-Mar-19,12450,7.85,1325.6,11168.05
11-Mar-19,28-Mar-19,12500,1.2,1284.05,11168.05
11-Mar-19,28-Mar-19,12550,3.65,1361.2,11168.05
11-Mar-19,28-Mar-19,12600,198.75,1690.85,11168.05
11-Mar-19,28-Mar-19,12700,2.8,1808.9,11168.05
11-Mar-19,28-Mar-19,12800,1.5,1822,11168.05
11-Mar-19,28-Mar-19,12900,1.05,1797.5,11168.05
11-Mar-19,28-Mar-19,13000,1,1787.05,11168.05
11-Mar-19,28-Mar-19,13100,80.35,1680.95,11168.05
11-Mar-19,28-Mar-19,13200,58.4,1645.8,11168.05
11-Mar-19,28-Mar-19,13300,1.5,1719.55,11168.05
11-Mar-19,28-Mar-19,13400,3,1741.3,11168.05
11-Mar-19,28-Mar-19,13500,0.1,2328.65,11168.05
11-Mar-19,28-Mar-19,13600,3,1799,11168.05
11-Mar-19,28-Mar-19,13700,2,1799.15,11168.05
11-Mar-19,28-Mar-19,13800,3,1813.35,11168.05
11-Mar-19,28-Mar-19,13900,19.85,1832.05,11168.05
11-Mar-19,28-Mar-19,14000,1.3,2778.9,11168.05
11-Mar-19,28-Mar-19,14100,1.65,2876.45,11168.05
11-Mar-19,28-Mar-19,7600,3563.75,1.35,11168.05
11-Mar-19,28-Mar-19,7700,2970.55,7.75,11168.05
11-Mar-19,28-Mar-19,7800,2879.65,9.75,11168.05
11-Mar-19,28-Mar-19,7900,2789.15,1.6,11168.05
11-Mar-19,28-Mar-19,8000,3195.6,2.25,11168.05
11-Mar-19,28-Mar-19,8100,2609.7,18.4,11168.05
11-Mar-19,28-Mar-19,8200,2520.85,22.4,11168.05
11-Mar-19,28-Mar-19,8300,2432.65,27.1,11168.05
11-Mar-19,28-Mar-19,8400,2345.25,32.55,11168.05
11-Mar-19,28-Mar-19,8500,2686.75,2,11168.05
11-Mar-19,28-Mar-19,8600,2565,3,11168.05
11-Mar-19,28-Mar-19,8700,2465,0.75,11168.05
11-Mar-19,28-Mar-19,8800,2005,63.8,11168.05
11-Mar-19,28-Mar-19,8900,1922.75,74.4,11168.05
11-Mar-19,28-Mar-19,9000,2192.3,2.95,11168.05
11-Mar-19,28-Mar-19,9100,1732.15,3,11168.05
11-Mar-19,28-Mar-19,9150,1685.15,6.15,11168.05
11-Mar-19,28-Mar-19,9200,1865,3.05,11168.05
11-Mar-19,28-Mar-19,9250,1589.45,8.7,11168.05
11-Mar-19,28-Mar-19,9300,1756.85,3.1,11168.05
11-Mar-19,28-Mar-19,9350,1615.35,13.25,11168.05
11-Mar-19,28-Mar-19,9400,1750.3,3.4,11168.05
11-Mar-19,28-Mar-19,9450,1521.7,3.05,11168.05
11-Mar-19,28-Mar-19,9500,1687.75,3.3,11168.05
11-Mar-19,28-Mar-19,9550,1429.35,23.6,11168.05
11-Mar-19,28-Mar-19,9600,1596.55,2.95,11168.05
11-Mar-19,28-Mar-19,9650,1338.45,30.85,11168.05
11-Mar-19,28-Mar-19,9700,1477,3.45,11168.05
11-Mar-19,28-Mar-19,9750,1249.25,39.8,11168.05
11-Mar-19,28-Mar-19,9800,1372.4,3.95,11168.05
11-Mar-19,28-Mar-19,9850,1162.05,50.75,11168.05
11-Mar-19,28-Mar-19,9900,1259.2,4.4,11168.05
11-Mar-19,28-Mar-19,9950,1077.05,63.9,11168.05
11-Mar-19,28-Mar-19,10000,1189.5,4.7,11168.05
11-Mar-19,28-Mar-19,10050,994.6,79.6,11168.05
11-Mar-19,28-Mar-19,10100,1070,5.1,11168.05
11-Mar-19,28-Mar-19,10150,766.75,27.5,11168.05
11-Mar-19,28-Mar-19,10200,992.6,6.1,11168.05
11-Mar-19,28-Mar-19,10250,838.2,7,11168.05
11-Mar-19,28-Mar-19,10300,887,7,11168.05
11-Mar-19,28-Mar-19,10350,832.05,7.4,11168.05
11-Mar-19,28-Mar-19,10400,797.75,8.8,11168.05
11-Mar-19,28-Mar-19,10450,515,10.3,11168.05
11-Mar-19,28-Mar-19,10500,706.05,12.25,11168.05
11-Mar-19,28-Mar-19,10550,540.2,13.75,11168.05
11-Mar-19,28-Mar-19,10600,608.5,16.15,11168.05
11-Mar-19,28-Mar-19,10650,567.5,18.2,11168.05
11-Mar-19,28-Mar-19,10700,519.9,22.15,11168.05
11-Mar-19,28-Mar-19,10750,462.75,26.75,11168.05
11-Mar-19,28-Mar-19,10800,426.25,30.9,11168.05
11-Mar-19,28-Mar-19,10850,379.3,36.7,11168.05
11-Mar-19,28-Mar-19,10900,337,43.75,11168.05
11-Mar-19,28-Mar-19,10950,294.9,51.75,11168.05
11-Mar-19,28-Mar-19,11000,256.5,62.5,11168.05
11-Mar-19,28-Mar-19,11050,221.15,74.8,11168.05
11-Mar-19,28-Mar-19,11100,183.5,88.3,11168.05
11-Mar-19,28-Mar-19,11150,150.35,105.5,11168.05
11-Mar-19,28-Mar-19,11200,120.5,124.75,11168.05
11-Mar-19,28-Mar-19,11250,94.5,146.05,11168.05
11-Mar-19,28-Mar-19,11300,71.5,173.65,11168.05
11-Mar-19,28-Mar-19,11350,52.4,202.15,11168.05
11-Mar-19,28-Mar-19,11400,38.3,236.5,11168.05
11-Mar-19,28-Mar-19,11450,26.95,300,11168.05
11-Mar-19,28-Mar-19,11500,19.9,314.5,11168.05
12-Mar-19,28-Mar-19,11550,33.25,736.15,-
12-Mar-19,28-Mar-19,11600,24.65,287.7,-
12-Mar-19,28-Mar-19,11650,16.55,809.6,-
12-Mar-19,28-Mar-19,11700,12.65,373.3,-
12-Mar-19,28-Mar-19,11750,131.45,885.15,-
12-Mar-19,28-Mar-19,11800,7.55,462.2,-
12-Mar-19,28-Mar-19,11850,111.9,963.75,-
12-Mar-19,28-Mar-19,11900,5.35,578.5,-
12-Mar-19,28-Mar-19,11950,94.75,1044.75,-
12-Mar-19,28-Mar-19,12000,4.15,654.85,-
12-Mar-19,28-Mar-19,12050,79.9,1128.05,-
12-Mar-19,28-Mar-19,12100,3.3,1015,-
12-Mar-19,28-Mar-19,12150,67.05,1213.35,-
12-Mar-19,28-Mar-19,12200,3.1,852.6,-
12-Mar-19,28-Mar-19,12250,19.95,1300.45,-
12-Mar-19,28-Mar-19,12300,2.55,950.65,-
12-Mar-19,28-Mar-19,12350,7.4,1319.1,-
12-Mar-19,28-Mar-19,12400,2.2,1043.2,-
12-Mar-19,28-Mar-19,12450,7.85,1325.6,-
12-Mar-19,28-Mar-19,12500,2.2,1170.3,-
12-Mar-19,28-Mar-19,12550,3.65,1361.2,-
12-Mar-19,28-Mar-19,12600,198.75,1690.85,-
12-Mar-19,28-Mar-19,12650,0.05,1439.7,-
12-Mar-19,28-Mar-19,12700,2.8,1808.9,-
12-Mar-19,28-Mar-19,12800,2.75,1822,-
12-Mar-19,28-Mar-19,12900,1.05,1797.5,-
12-Mar-19,28-Mar-19,13000,1.05,1647.85,-
12-Mar-19,28-Mar-19,13100,80.35,1680.95,-
12-Mar-19,28-Mar-19,13200,58.4,1645.8,-
12-Mar-19,28-Mar-19,13300,1.5,1719.55,-
12-Mar-19,28-Mar-19,13400,3,1741.3,-
12-Mar-19,28-Mar-19,13500,1.25,2177.85,-
12-Mar-19,28-Mar-19,13600,3,1799,-
12-Mar-19,28-Mar-19,13700,2,1799.15,-
12-Mar-19,28-Mar-19,13800,3,1813.35,-
12-Mar-19,28-Mar-19,13900,19.85,1832.05,-
12-Mar-19,28-Mar-19,14000,1.2,2641.25,-
12-Mar-19,28-Mar-19,14100,1.65,2776.4,-
12-Mar-19,28-Mar-19,7600,3727.55,1.05,-
12-Mar-19,28-Mar-19,7700,2970.55,7.75,-
12-Mar-19,28-Mar-19,7800,2879.65,9.75,-
12-Mar-19,28-Mar-19,7900,2789.15,1.6,-
12-Mar-19,28-Mar-19,8000,3332.55,1.75,-
12-Mar-19,28-Mar-19,8100,2609.7,18.4,-
12-Mar-19,28-Mar-19,8200,2520.85,22.4,-
12-Mar-19,28-Mar-19,8300,2432.65,27.1,-
12-Mar-19,28-Mar-19,8400,2345.25,32.55,-
12-Mar-19,28-Mar-19,8500,2818.8,1.85,-
12-Mar-19,28-Mar-19,8600,2681,3,-
12-Mar-19,28-Mar-19,8700,2611.4,0.75,-
12-Mar-19,28-Mar-19,8800,2005,63.8,-
12-Mar-19,28-Mar-19,8900,1922.75,74.4,-
12-Mar-19,28-Mar-19,9000,2314.2,1.95,-
12-Mar-19,28-Mar-19,9100,2180.55,1.5,-
12-Mar-19,28-Mar-19,9150,1685.15,6.15,-
12-Mar-19,28-Mar-19,9200,1865,1.1,-
12-Mar-19,28-Mar-19,9250,1589.45,8.7,-
12-Mar-19,28-Mar-19,9300,1756.85,3.1,-
12-Mar-19,28-Mar-19,9350,1615.35,13.25,-
12-Mar-19,28-Mar-19,9400,1750.3,2.15,-
12-Mar-19,28-Mar-19,9450,1521.7,3.05,-
12-Mar-19,28-Mar-19,9500,1823.75,2.55,-
12-Mar-19,28-Mar-19,9550,1429.35,23.6,-
12-Mar-19,28-Mar-19,9600,1711.3,3,-
12-Mar-19,28-Mar-19,9650,1338.45,30.85,-
12-Mar-19,28-Mar-19,9700,1609.7,4.35,-
12-Mar-19,28-Mar-19,9750,1249.25,39.8,-
12-Mar-19,28-Mar-19,9800,1530.5,4.9,-
12-Mar-19,28-Mar-19,9850,1162.05,50.75,-
12-Mar-19,28-Mar-19,9900,1432.35,5.15,-
12-Mar-19,28-Mar-19,9950,1077.05,63.9,-
12-Mar-19,28-Mar-19,10000,1331.45,5.05,-
12-Mar-19,28-Mar-19,10050,994.6,79.6,-
12-Mar-19,28-Mar-19,10100,1237.8,5.75,-
12-Mar-19,28-Mar-19,10150,766.75,27.5,-
12-Mar-19,28-Mar-19,10200,1125.65,6.8,-
12-Mar-19,28-Mar-19,10250,838.2,7.8,-
12-Mar-19,28-Mar-19,10300,1041.1,7.95,-
12-Mar-19,28-Mar-19,10350,832.05,8.2,-
12-Mar-19,28-Mar-19,10400,941.85,9.75,-
12-Mar-19,28-Mar-19,10450,515,10.5,-
12-Mar-19,28-Mar-19,10500,837.5,11.95,-
12-Mar-19,28-Mar-19,10550,540.2,12.9,-
12-Mar-19,28-Mar-19,10600,732.25,14.2,-
12-Mar-19,28-Mar-19,10650,675.7,14.9,-
12-Mar-19,28-Mar-19,10700,640.5,16.9,-
12-Mar-19,28-Mar-19,10750,574.2,19.65,-
12-Mar-19,28-Mar-19,10800,553.6,20.85,-
12-Mar-19,28-Mar-19,10850,503.5,25,-
12-Mar-19,28-Mar-19,10900,454.9,28.2,-
12-Mar-19,28-Mar-19,10950,415.6,33.1,-
12-Mar-19,28-Mar-19,11000,367.35,38.7,-
12-Mar-19,28-Mar-19,11050,331.25,46,-
12-Mar-19,28-Mar-19,11100,283,53.1,-
12-Mar-19,28-Mar-19,11150,240.95,64,-
12-Mar-19,28-Mar-19,11200,205.1,75.7,-
12-Mar-19,28-Mar-19,11250,171.6,90.25,-
12-Mar-19,28-Mar-19,11300,138.4,106.75,-
12-Mar-19,28-Mar-19,11350,109.45,124.75,-
12-Mar-19,28-Mar-19,11400,84.55,149.5,-
12-Mar-19,28-Mar-19,11450,62.25,172.45,-
12-Mar-19,28-Mar-19,11500,45.5,210.05,-
13-Mar-19,28-Mar-19,7600,3727.55,0.9,11341.7
13-Mar-19,28-Mar-19,7700,2970.55,7.75,11341.7
13-Mar-19,28-Mar-19,7800,2879.65,9.75,11341.7
13-Mar-19,28-Mar-19,7900,2789.15,1.6,11341.7
13-Mar-19,28-Mar-19,8000,3359.6,1.65,11341.7
13-Mar-19,28-Mar-19,8100,2609.7,18.4,11341.7
13-Mar-19,28-Mar-19,8200,2520.85,22.4,11341.7
13-Mar-19,28-Mar-19,8300,2432.65,27.1,11341.7
13-Mar-19,28-Mar-19,8400,2345.25,32.55,11341.7
13-Mar-19,28-Mar-19,8500,2856.25,1.7,11341.7
13-Mar-19,28-Mar-19,8600,2735,3,11341.7
13-Mar-19,28-Mar-19,8700,2635,0.75,11341.7
13-Mar-19,28-Mar-19,8800,2005,63.8,11341.7
13-Mar-19,28-Mar-19,8900,1922.75,74.4,11341.7
13-Mar-19,28-Mar-19,9000,2350.75,2.4,11341.7
13-Mar-19,28-Mar-19,9100,2180.55,1.5,11341.7
13-Mar-19,28-Mar-19,9150,1685.15,6.15,11341.7
13-Mar-19,28-Mar-19,9200,1865,1.1,11341.7
13-Mar-19,28-Mar-19,9250,1589.45,8.7,11341.7
13-Mar-19,28-Mar-19,9300,1756.85,3.1,11341.7
13-Mar-19,28-Mar-19,9350,1615.35,13.25,11341.7
13-Mar-19,28-Mar-19,9400,1750.3,2.15,11341.7
13-Mar-19,28-Mar-19,9450,1521.7,3.05,11341.7
13-Mar-19,28-Mar-19,9500,1851.85,2.85,11341.7
13-Mar-19,28-Mar-19,9550,1429.35,23.6,11341.7
13-Mar-19,28-Mar-19,9600,1762.95,3.55,11341.7
13-Mar-19,28-Mar-19,9650,1338.45,30.85,11341.7
13-Mar-19,28-Mar-19,9700,1656.9,4.7,11341.7
13-Mar-19,28-Mar-19,9750,1249.25,39.8,11341.7
13-Mar-19,28-Mar-19,9800,1548.45,4.7,11341.7
13-Mar-19,28-Mar-19,9850,1162.05,50.75,11341.7
13-Mar-19,28-Mar-19,9900,1469.75,4.65,11341.7
13-Mar-19,28-Mar-19,9950,1077.05,63.9,11341.7
13-Mar-19,28-Mar-19,10000,1359.15,4.9,11341.7
13-Mar-19,28-Mar-19,10050,994.6,79.6,11341.7
13-Mar-19,28-Mar-19,10100,1250.9,5.95,11341.7
13-Mar-19,28-Mar-19,10150,766.75,5.3,11341.7
13-Mar-19,28-Mar-19,10200,1149.8,7.05,11341.7
13-Mar-19,28-Mar-19,10250,838.2,8.35,11341.7
13-Mar-19,28-Mar-19,10300,1066.85,7.8,11341.7
13-Mar-19,28-Mar-19,10350,912.75,9,11341.7
13-Mar-19,28-Mar-19,10400,958.05,8.55,11341.7
13-Mar-19,28-Mar-19,10450,818.3,9.2,11341.7
13-Mar-19,28-Mar-19,10500,867.1,10.65,11341.7
13-Mar-19,28-Mar-19,10550,540.2,10.85,11341.7
13-Mar-19,28-Mar-19,10600,775.35,12.6,11341.7
13-Mar-19,28-Mar-19,10650,675.7,12.6,11341.7
13-Mar-19,28-Mar-19,10700,668.85,13.95,11341.7
13-Mar-19,28-Mar-19,10750,617.55,16.5,11341.7
13-Mar-19,28-Mar-19,10800,574.8,17.8,11341.7
13-Mar-19,28-Mar-19,10850,520.15,20.15,11341.7
13-Mar-19,28-Mar-19,10900,484.95,23.25,11341.7
13-Mar-19,28-Mar-19,10950,440.35,26.95,11341.7
13-Mar-19,28-Mar-19,11000,390.35,31.9,11341.7
13-Mar-19,28-Mar-19,11050,350.05,36.8,11341.7
13-Mar-19,28-Mar-19,11100,303.05,43.3,11341.7
13-Mar-19,28-Mar-19,11150,261.6,53.25,11341.7
13-Mar-19,28-Mar-19,11200,223.85,62.85,11341.7
13-Mar-19,28-Mar-19,11250,187.8,76.85,11341.7
13-Mar-19,28-Mar-19,11300,155.05,92.3,11341.7
13-Mar-19,28-Mar-19,11350,125.4,110.9,11341.7
13-Mar-19,28-Mar-19,11400,98,132.95,11341.7
13-Mar-19,28-Mar-19,11450,76.05,157.35,11341.7
13-Mar-19,28-Mar-19,11500,57.85,191.6,11341.7
13-Mar-19,28-Mar-19,11550,43.7,220,11341.7
13-Mar-19,28-Mar-19,11600,31.9,262.4,11341.7
13-Mar-19,28-Mar-19,11650,23.6,809.6,11341.7
13-Mar-19,28-Mar-19,11700,16.6,349,11341.7
13-Mar-19,28-Mar-19,11750,131.45,885.15,11341.7
13-Mar-19,28-Mar-19,11800,9.25,447.7,11341.7
13-Mar-19,28-Mar-19,11850,111.9,963.75,11341.7
13-Mar-19,28-Mar-19,11900,6.3,544.85,11341.7
13-Mar-19,28-Mar-19,11950,94.75,1044.75,11341.7
13-Mar-19,28-Mar-19,12000,3.95,630,11341.7
13-Mar-19,28-Mar-19,12050,79.9,1128.05,11341.7
13-Mar-19,28-Mar-19,12100,3.3,1015,11341.7
13-Mar-19,28-Mar-19,12150,67.05,1213.35,11341.7
13-Mar-19,28-Mar-19,12200,2.75,835,11341.7
13-Mar-19,28-Mar-19,12250,19.95,1300.45,11341.7
13-Mar-19,28-Mar-19,12300,2.5,970,11341.7
13-Mar-19,28-Mar-19,12350,7.4,1319.1,11341.7
13-Mar-19,28-Mar-19,12400,2.5,1011.65,11341.7
13-Mar-19,28-Mar-19,12450,7.85,1325.6,11341.7
13-Mar-19,28-Mar-19,12500,1.95,1128.35,11341.7
13-Mar-19,28-Mar-19,12550,3.65,1361.2,11341.7
13-Mar-19,28-Mar-19,12600,198.75,1690.85,11341.7
13-Mar-19,28-Mar-19,12650,0.05,1439.7,11341.7
13-Mar-19,28-Mar-19,12700,2.8,1808.9,11341.7
13-Mar-19,28-Mar-19,12750,0.05,1408.6,11341.7
13-Mar-19,28-Mar-19,12800,1.2,1822,11341.7
13-Mar-19,28-Mar-19,12900,1.25,1797.5,11341.7
13-Mar-19,28-Mar-19,13000,1,1619.15,11341.7
13-Mar-19,28-Mar-19,13100,80.35,1680.95,11341.7
13-Mar-19,28-Mar-19,13200,58.4,1645.8,11341.7
13-Mar-19,28-Mar-19,13300,1.5,1719.55,11341.7
13-Mar-19,28-Mar-19,13400,3,1741.3,11341.7
13-Mar-19,28-Mar-19,13500,0.65,2177.85,11341.7
13-Mar-19,28-Mar-19,13600,3,1799,11341.7
13-Mar-19,28-Mar-19,13700,2,1799.15,11341.7
13-Mar-19,28-Mar-19,13800,3,1813.35,11341.7
13-Mar-19,28-Mar-19,13900,19.85,1832.05,11341.7
13-Mar-19,28-Mar-19,14000,1,2610,11341.7
13-Mar-19,28-Mar-19,14100,1.9,2725,11341.7
14-Mar-19,28-Mar-19,11550,42.45,206.8,11343.25
14-Mar-19,28-Mar-19,11600,29.45,246.9,11343.25
14-Mar-19,28-Mar-19,11650,21.5,809.6,11343.25
14-Mar-19,28-Mar-19,11700,14.7,327.8,11343.25
14-Mar-19,28-Mar-19,11750,131.45,885.15,11343.25
14-Mar-19,28-Mar-19,11800,7.3,420.9,11343.25
14-Mar-19,28-Mar-19,11850,111.9,963.75,11343.25
14-Mar-19,28-Mar-19,11900,4.7,517.9,11343.25
14-Mar-19,28-Mar-19,11950,94.75,1044.75,11343.25
14-Mar-19,28-Mar-19,12000,3.25,611,11343.25
14-Mar-19,28-Mar-19,12050,79.9,1128.05,11343.25
14-Mar-19,28-Mar-19,12100,2.5,1015,11343.25
14-Mar-19,28-Mar-19,12150,67.05,1213.35,11343.25
14-Mar-19,28-Mar-19,12200,2,845.5,11343.25
14-Mar-19,28-Mar-19,12250,19.95,1300.45,11343.25
14-Mar-19,28-Mar-19,12300,1.8,970,11343.25
14-Mar-19,28-Mar-19,12350,7.4,1319.1,11343.25
14-Mar-19,28-Mar-19,12400,1.75,1021.5,11343.25
14-Mar-19,28-Mar-19,12450,7.85,1325.6,11343.25
14-Mar-19,28-Mar-19,12500,1.5,1114,11343.25
14-Mar-19,28-Mar-19,12550,3.65,1361.2,11343.25
14-Mar-19,28-Mar-19,12600,198.75,1690.85,11343.25
14-Mar-19,28-Mar-19,12650,0.05,1439.7,11343.25
14-Mar-19,28-Mar-19,12700,2.8,1808.9,11343.25
14-Mar-19,28-Mar-19,12750,0.05,1408.6,11343.25
14-Mar-19,28-Mar-19,12800,1.2,1822,11343.25
14-Mar-19,28-Mar-19,12850,0.05,1470.2,11343.25
14-Mar-19,28-Mar-19,12900,1.25,1797.5,11343.25
14-Mar-19,28-Mar-19,13000,0.95,1607.1,11343.25
14-Mar-19,28-Mar-19,13100,80.35,1680.95,11343.25
14-Mar-19,28-Mar-19,13200,58.4,1645.8,11343.25
14-Mar-19,28-Mar-19,13300,1.5,1719.55,11343.25
14-Mar-19,28-Mar-19,13400,3,1741.3,11343.25
14-Mar-19,28-Mar-19,13500,0.65,2177.85,11343.25
14-Mar-19,28-Mar-19,13600,3,1799,11343.25
14-Mar-19,28-Mar-19,13700,2,1799.15,11343.25
14-Mar-19,28-Mar-19,13800,3,1813.35,11343.25
14-Mar-19,28-Mar-19,13900,19.85,1832.05,11343.25
14-Mar-19,28-Mar-19,14000,0.95,2603.35,11343.25
14-Mar-19,28-Mar-19,14100,1.7,2705.6,11343.25
14-Mar-19,28-Mar-19,7600,3753.95,1,11343.25
14-Mar-19,28-Mar-19,7700,2970.55,7.75,11343.25
14-Mar-19,28-Mar-19,7800,2879.65,9.75,11343.25
14-Mar-19,28-Mar-19,7900,2789.15,1.6,11343.25
14-Mar-19,28-Mar-19,8000,3369.65,1.25,11343.25
14-Mar-19,28-Mar-19,8100,2609.7,18.4,11343.25
14-Mar-19,28-Mar-19,8200,2520.85,22.4,11343.25
14-Mar-19,28-Mar-19,8300,2432.65,27.1,11343.25
14-Mar-19,28-Mar-19,8400,2345.25,32.55,11343.25
14-Mar-19,28-Mar-19,8500,2863.5,2,11343.25
14-Mar-19,28-Mar-19,8600,2764.5,3,11343.25
14-Mar-19,28-Mar-19,8700,2653.5,0.75,11343.25
14-Mar-19,28-Mar-19,8800,2005,63.8,11343.25
14-Mar-19,28-Mar-19,8900,1922.75,74.4,11343.25
14-Mar-19,28-Mar-19,9000,2366,1.95,11343.25
14-Mar-19,28-Mar-19,9100,2180.55,1.3,11343.25
14-Mar-19,28-Mar-19,9150,1685.15,6.15,11343.25
14-Mar-19,28-Mar-19,9200,1865,1.5,11343.25
14-Mar-19,28-Mar-19,9250,1589.45,8.7,11343.25
14-Mar-19,28-Mar-19,9300,1756.85,2.6,11343.25
14-Mar-19,28-Mar-19,9350,1615.35,13.25,11343.25
14-Mar-19,28-Mar-19,9400,1750.3,2.2,11343.25
14-Mar-19,28-Mar-19,9450,1521.7,3.05,11343.25
14-Mar-19,28-Mar-19,9500,1869,2.7,11343.25
14-Mar-19,28-Mar-19,9550,1429.35,23.6,11343.25
14-Mar-19,28-Mar-19,9600,1777.65,3.2,11343.25
14-Mar-19,28-Mar-19,9650,1338.45,30.85,11343.25
14-Mar-19,28-Mar-19,9700,1679.65,2.7,11343.25
14-Mar-19,28-Mar-19,9750,1249.25,39.8,11343.25
14-Mar-19,28-Mar-19,9800,1580,3.25,11343.25
14-Mar-19,28-Mar-19,9850,1162.05,50.75,11343.25
14-Mar-19,28-Mar-19,9900,1469.75,3.65,11343.25
14-Mar-19,28-Mar-19,9950,1077.05,63.9,11343.25
14-Mar-19,28-Mar-19,10000,1372.05,3.8,11343.25
14-Mar-19,28-Mar-19,10050,994.6,79.6,11343.25
14-Mar-19,28-Mar-19,10100,1261,3.7,11343.25
14-Mar-19,28-Mar-19,10150,766.75,5.3,11343.25
14-Mar-19,28-Mar-19,10200,1133.1,4.5,11343.25
14-Mar-19,28-Mar-19,10250,838.2,5.4,11343.25
14-Mar-19,28-Mar-19,10300,1065,5.2,11343.25
14-Mar-19,28-Mar-19,10350,912.75,6.5,11343.25
14-Mar-19,28-Mar-19,10400,974.5,6.75,11343.25
14-Mar-19,28-Mar-19,10450,911.8,8,11343.25
14-Mar-19,28-Mar-19,10500,878.5,8.2,11343.25
14-Mar-19,28-Mar-19,10550,540.2,8.1,11343.25
14-Mar-19,28-Mar-19,10600,783.55,10,11343.25
14-Mar-19,28-Mar-19,10650,727.65,9.65,11343.25
