Symbol,Date,Expiry,Strike,Call,Put,Underlying Value
ADANIPORTS,11-Mar-19,28-Mar-19,310,85.55,0.85,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,320,35.85,1.65,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,330,25.4,3,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,340,17.75,5.15,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,350,11.45,8.2,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,360,6.9,13.65,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,370,3.85,21,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,380,2.05,31.5,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,390,1.05,60,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,400,0.6,53,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,410,0.6,44.85,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,420,22.95,51.2,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,430,0.25,57.9,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,440,1.3,65,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,450,14.75,72.45,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,460,12.65,80.15,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,470,10.75,88.1,351.3
ADANIPORTS,11-Mar-19,28-Mar-19,250,139.2,96.35,351.3
ADANIPORTS,12-Mar-19,28-Mar-19,240,148.75,0.35,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,480,9.2,96.35,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,260,129.7,0.2,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,270,120.4,0.75,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,280,111.3,0.3,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,290,102.4,0.3,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,300,93.8,0.6,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,310,85.55,0.8,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,320,43.5,1.15,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,330,36,1.95,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,340,26.15,3.25,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,350,18.5,5.7,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,360,12.4,9.3,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,370,7.75,14.55,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,380,4.55,19.6,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,390,2.5,60,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,400,1.4,53,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,410,0.6,44.85,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,420,22.95,51.2,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,430,0.2,57.9,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,440,1.3,65,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,450,14.75,72.45,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,460,12.65,80.15,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,470,10.75,88.1,361.05
ADANIPORTS,12-Mar-19,28-Mar-19,250,139.2,0.6,361.05
ADANIPORTS,13-Mar-19,28-Mar-19,240,148.75,0.35,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,480,9.2,96.35,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,260,129.7,0.25,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,270,120.4,0.75,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,280,111.3,0.3,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,290,102.4,0.3,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,300,93.8,0.55,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,310,85.55,0.65,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,320,48.45,1.1,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,330,38.65,1.65,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,340,29.4,2.6,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,350,22.6,4.45,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,360,15.65,7.2,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,370,10,11.7,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,380,6,18.3,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,390,3.4,60,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,400,1.8,36.55,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,410,1.3,44.85,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,420,22.95,51.2,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,430,0.2,57.9,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,440,1.3,65,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,450,14.75,72.45,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,460,12.65,80.15,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,470,10.75,88.1,367.15
ADANIPORTS,13-Mar-19,28-Mar-19,250,139.2,0.6,367.15
ADANIPORTS,14-Mar-19,28-Mar-19,240,148.75,0.35,366
ADANIPORTS,14-Mar-19,28-Mar-19,480,9.2,96.35,366
ADANIPORTS,14-Mar-19,28-Mar-19,260,129.7,0.45,366
ADANIPORTS,14-Mar-19,28-Mar-19,270,120.4,0.75,366
ADANIPORTS,14-Mar-19,28-Mar-19,280,111.3,0.3,366
ADANIPORTS,14-Mar-19,28-Mar-19,290,102.4,0.4,366
ADANIPORTS,14-Mar-19,28-Mar-19,300,93.8,0.6,366
ADANIPORTS,14-Mar-19,28-Mar-19,310,85.55,0.65,366
ADANIPORTS,14-Mar-19,28-Mar-19,320,48.45,0.95,366
ADANIPORTS,14-Mar-19,28-Mar-19,330,35.15,1.75,366
ADANIPORTS,14-Mar-19,28-Mar-19,340,29.05,2.6,366
ADANIPORTS,14-Mar-19,28-Mar-19,350,20.9,4.5,366
ADANIPORTS,14-Mar-19,28-Mar-19,360,14.15,7.25,366
ADANIPORTS,14-Mar-19,28-Mar-19,370,8.7,12.15,366
ADANIPORTS,14-Mar-19,28-Mar-19,380,4.9,16,366
ADANIPORTS,14-Mar-19,28-Mar-19,390,2.6,60,366
ADANIPORTS,14-Mar-19,28-Mar-19,400,1.4,35.35,366
ADANIPORTS,14-Mar-19,28-Mar-19,410,0.75,44.85,366
ADANIPORTS,14-Mar-19,28-Mar-19,420,22.95,51.2,366
ADANIPORTS,14-Mar-19,28-Mar-19,430,0.2,57.9,366
ADANIPORTS,14-Mar-19,28-Mar-19,440,1.3,65,366
ADANIPORTS,14-Mar-19,28-Mar-19,450,14.75,72.45,366
ADANIPORTS,14-Mar-19,28-Mar-19,460,12.65,80.15,366
ADANIPORTS,14-Mar-19,28-Mar-19,470,10.75,88.1,366
ADANIPORTS,14-Mar-19,28-Mar-19,250,139.2,0.6,366
ADANIPORTS,15-Mar-19,28-Mar-19,240,148.75,0.35,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,480,9.2,96.35,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,260,129.7,0.45,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,270,120.4,0.75,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,280,111.3,0.3,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,290,102.4,0.4,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,300,93.8,0.6,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,310,85.55,0.75,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,320,48.3,1,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,330,39.35,1.5,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,340,30,2.45,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,350,21.6,4.15,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,360,13.9,6.55,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,370,8.45,10.5,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,380,4.5,16.75,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,390,2.3,24.8,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,400,1.1,35.35,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,410,0.6,44.85,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,420,22.95,51.2,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,430,0.2,57.9,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,440,1.3,65,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,450,14.75,72.45,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,460,12.65,80.15,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,470,10.75,88.1,367.1
ADANIPORTS,15-Mar-19,28-Mar-19,250,139.2,0.6,367.1
ADANIPORTS,18-Mar-19,28-Mar-19,240,148.75,0.35,369
ADANIPORTS,18-Mar-19,28-Mar-19,480,9.2,96.35,369
ADANIPORTS,18-Mar-19,28-Mar-19,260,129.7,0.45,369
ADANIPORTS,18-Mar-19,28-Mar-19,270,120.4,0.1,369
ADANIPORTS,18-Mar-19,28-Mar-19,280,111.3,0.25,369
ADANIPORTS,18-Mar-19,28-Mar-19,290,102.4,0.3,369
ADANIPORTS,18-Mar-19,28-Mar-19,300,93.8,0.5,369
ADANIPORTS,18-Mar-19,28-Mar-19,310,85.55,0.7,369
ADANIPORTS,18-Mar-19,28-Mar-19,320,51.5,0.9,369
ADANIPORTS,18-Mar-19,28-Mar-19,330,42.55,1.4,369
ADANIPORTS,18-Mar-19,28-Mar-19,340,31.85,2.1,369
ADANIPORTS,18-Mar-19,28-Mar-19,350,24.55,3.55,369
ADANIPORTS,18-Mar-19,28-Mar-19,360,16.05,5.8,369
ADANIPORTS,18-Mar-19,28-Mar-19,370,9.8,9.35,369
ADANIPORTS,18-Mar-19,28-Mar-19,380,5.45,15.5,369
ADANIPORTS,18-Mar-19,28-Mar-19,390,2.9,21.4,369
ADANIPORTS,18-Mar-19,28-Mar-19,400,1.5,35.35,369
ADANIPORTS,18-Mar-19,28-Mar-19,410,0.7,44.85,369
ADANIPORTS,18-Mar-19,28-Mar-19,420,0.6,51.2,369
ADANIPORTS,18-Mar-19,28-Mar-19,430,0.5,57.9,369
ADANIPORTS,18-Mar-19,28-Mar-19,440,1.3,65,369
ADANIPORTS,18-Mar-19,28-Mar-19,450,14.75,72.45,369
ADANIPORTS,18-Mar-19,28-Mar-19,460,12.65,80.15,369
ADANIPORTS,18-Mar-19,28-Mar-19,470,10.75,88.1,369
ADANIPORTS,18-Mar-19,28-Mar-19,250,139.2,0.6,369
ADANIPORTS,19-Mar-19,28-Mar-19,240,148.75,0.35,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,480,9.2,96.35,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,260,129.7,0.45,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,270,120.4,0.1,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,280,111.3,0.25,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,290,102.4,0.3,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,300,93.8,0.35,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,310,85.55,0.6,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,320,51.5,0.65,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,330,39,1.05,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,340,28.7,1.65,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,350,20.25,3.2,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,360,13.05,5.6,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,370,7.25,9.7,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,380,3.75,15.5,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,390,1.85,24,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,400,0.85,35.35,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,410,0.5,44.85,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,420,0.6,51.2,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,430,0.3,57.9,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,440,1.3,65,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,450,14.75,72.45,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,460,12.65,80.15,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,470,10.75,88.1,365.75
ADANIPORTS,19-Mar-19,28-Mar-19,250,139.2,0.6,365.75
ADANIPORTS,20-Mar-19,28-Mar-19,240,148.75,0.35,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,480,9.2,96.35,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,260,129.7,0.45,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,270,120.4,0.2,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,280,111.3,0.25,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,290,102.4,0.15,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,300,93.8,0.3,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,310,85.55,0.5,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,320,51.5,0.6,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,330,39,1.15,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,340,23,1.9,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,350,15.5,3.6,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,360,8.75,6.65,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,370,4.25,12.3,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,380,1.9,17.85,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,390,0.85,27.8,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,400,0.55,35.25,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,410,0.35,44.85,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,420,0.4,51.2,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,430,0.3,57.9,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,440,1.3,65,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,450,14.75,72.45,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,460,12.65,80.15,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,470,10.75,88.1,360.6
ADANIPORTS,20-Mar-19,28-Mar-19,250,139.2,0.6,360.6
ADANIPORTS,22-Mar-19,28-Mar-19,240,148.75,0.35,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,480,9.2,96.35,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,260,129.7,0.45,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,270,120.4,0.2,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,280,111.3,0.1,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,290,102.4,0.1,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,300,93.8,0.25,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,310,85.55,0.4,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,320,51.5,0.55,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,330,30.5,0.85,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,340,22.5,1.35,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,350,13.7,2.65,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,360,7.2,5.45,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,370,2.9,11,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,380,1.1,23.8,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,390,0.5,31,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,400,0.4,39.05,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,410,0.25,44.85,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,420,0.15,51.2,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,430,0.3,57.9,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,440,1.3,65,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,450,14.75,72.45,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,460,12.65,80.15,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,470,10.75,88.1,360.75
ADANIPORTS,22-Mar-19,28-Mar-19,250,139.2,0.6,360.75
ADANIPORTS,25-Mar-19,28-Mar-19,240,148.75,0.35,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,480,9.2,96.35,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,260,129.7,0.1,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,270,120.4,0.2,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,280,111.3,0.1,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,290,102.4,0.1,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,300,93.8,0.1,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,310,85.55,0.2,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,320,41.35,0.4,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,330,32,0.5,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,340,22.45,0.75,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,350,13.5,1.6,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,360,6.05,3.8,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,370,2.05,10.5,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,380,0.55,21.55,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,390,0.35,31,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,400,0.25,37.4,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,410,0.25,44.85,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,420,0.15,51.2,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,430,0.3,57.9,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,440,0.1,65,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,450,14.75,72.45,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,460,12.65,80.15,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,470,10.75,88.1,361.35
ADANIPORTS,25-Mar-19,28-Mar-19,250,139.2,0.6,361.35
ADANIPORTS,26-Mar-19,28-Mar-19,240,148.75,0.35,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,480,9.2,96.35,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,260,129.7,0.1,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,270,120.4,0.2,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,280,111.3,0.1,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,290,102.4,0.1,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,300,93.8,0.05,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,310,85.55,0.1,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,320,47.05,0.2,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,330,39.1,0.2,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,340,29.9,0.3,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,350,19.5,0.55,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,360,9.95,0.85,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,370,3.6,3.85,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,380,0.75,12,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,390,0.3,24.4,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,400,0.25,37.4,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,410,0.2,44.85,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,420,0.2,51.2,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,430,0.05,57.9,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,440,0.1,65,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,450,14.75,72.45,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,460,12.65,80.15,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,470,10.75,88.1,368.6
ADANIPORTS,26-Mar-19,28-Mar-19,250,139.2,0.6,368.6
ADANIPORTS,27-Mar-19,28-Mar-19,240,148.75,0.35,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,480,9.2,96.35,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,260,129.7,0.1,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,270,120.4,0.2,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,280,111.3,0.1,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,290,102.4,0.05,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,300,93.8,0.05,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,310,85.55,0.15,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,320,47.05,0.15,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,330,36,0.25,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,340,26.65,0.25,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,350,17,0.4,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,360,7.15,0.75,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,370,1.65,4.55,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,380,0.4,11.1,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,390,0.15,24.4,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,400,0.1,31.45,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,410,0.05,44.85,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,420,0.05,51.2,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,430,0.05,57.9,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,440,0.1,65,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,450,14.75,72.45,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,460,12.65,80.15,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,470,10.75,88.1,366.3
ADANIPORTS,27-Mar-19,28-Mar-19,250,139.2,0.6,366.3
