0.090056,4.858106
0.270163,3.123112
0.270682,20.088142
0.271154,36.994649
0.271626,53.842400
0.272098,70.631700
0.272570,87.362854
0.273042,104.036162
0.273514,120.651924
0.273986,137.210438
0.274458,153.711999
0.274930,170.156900
0.451300,113.837721
0.451772,123.887072
0.452244,133.915446
0.452716,143.922910
0.453188,153.909527
0.453660,163.875364
0.454132,173.820485
0.454604,183.744954
0.455076,193.648837
0.455548,203.532196
0.456020,213.395096
0.456492,223.237600
0.456964,233.059771
0.457436,242.861673
0.457908,252.643368
0.458380,262.404917
0.458852,272.146385
0.459324,281.867831
0.631919,212.151547
0.632391,219.257305
0.632863,226.352464
0.633335,233.437048
0.633807,240.511080
0.634279,247.574583
0.634751,254.627582
0.635223,261.670099
0.635695,268.702158
0.636167,275.723782
0.636639,282.734995
0.637111,289.735819
0.637583,296.726278
0.638055,303.706395
0.638527,310.676192
0.638999,317.635692
0.639471,324.584919
0.639943,331.523895
0.640415,338.452642
0.640887,345.371184
0.641359,352.279542
0.641831,359.177740
0.642303,366.065799
0.642775,372.943743
0.643247,379.811592
0.643719,386.669370
0.644191,393.517098
0.644663,400.354800
0.645135,407.182495
0.645607,414.000208
0.646079,420.807959
0.646551,427.605770
0.647023,434.393663
0.647495,441.171660
0.647967,447.939783
0.648439,454.698052
0.812537,368.521770
0.813009,373.958129
0.813481,379.388180
0.813953,384.811933
0.814425,390.229399
0.814897,395.640589
0.815369,401.045515
0.815841,406.444186
0.816313,411.836615
0.816785,417.222811
0.817257,422.602785
0.817729,427.976549
0.818201,433.344113
0.818673,438.705488
0.819145,444.060684
0.819617,449.409712
0.820089,454.752583
0.820561,460.089307
0.821033,465.419896
0.821505,470.744358
0.821977,476.062706
0.822449,481.374950
0.822921,486.681100
0.823393,491.981166
0.823865,497.275160
0.824337,502.563091
0.824809,507.844970
0.825281,513.120807
0.825753,518.390613
0.826225,523.654398
0.826697,528.912172
0.827169,534.163946
0.827641,539.409729
0.828113,544.649533
0.828585,549.883367
0.829057,555.111242
0.829529,560.333167
0.830001,565.549154
0.830473,570.759211
0.830945,575.963349
0.831417,581.161579
0.831889,586.353909
0.832361,591.540351
0.832833,596.720914
0.833305,601.895609
0.833777,607.064445
0.834249,612.227431
0.834721,617.384579
0.835193,622.535898
0.835665,627.681398
0.836137,632.821089
0.836609,637.954980
0.837081,643.083081
0.837553,648.205403
0.838025,653.321954
0.838497,658.432745
0.838969,663.537786
0.839441,668.637086
0.839913,673.730654
0.840385,678.818501
0.840857,683.900636
0.841329,688.977068
0.841801,694.047808
0.842273,699.112865
0.842745,704.172248
0.843217,709.225967
0.843689,714.274031
0.844161,719.316450
0.844633,724.353234
0.845105,729.384391
0.845577,734.409932
0.846049,739.429865
0.993155,634.530838
0.993627,638.852632
0.994099,643.170322
0.994571,647.483914
0.995043,651.793414
0.995515,656.098827
0.995987,660.400159
0.996459,664.697417
0.996931,668.990605
0.997403,673.279731
0.997875,677.564798
0.998347,681.845814
0.998819,686.122784
0.999291,690.395713
0.999763,694.664608
1.000235,698.929474
1.000707,703.190316
1.001179,707.447142
1.001651,711.699955
1.002123,715.948762
1.002595,720.193569
1.003067,724.434381
1.003539,728.671203
1.004011,732.904043
1.004483,737.132904
1.004955,741.357792
1.005427,745.578714
1.005899,749.795675
1.006371,754.008681
1.006843,758.217736
1.007315,762.422846
1.007787,766.624018
1.008259,770.821256
1.008731,775.014567
1.009203,779.203955
1.009675,783.389426
1.010147,787.570986
1.010619,791.748640
1.011091,795.922393
1.011563,800.092251
1.012035,804.258220
1.012507,808.420305
1.012979,812.578511
1.013451,816.732844
1.013923,820.883309
1.014395,825.029911
1.014867,829.172657
1.015339,833.311551
1.015811,837.446598
1.016283,841.577805
1.016755,845.705176
1.017227,849.828717
1.017699,853.948433
1.018171,858.064329
1.018643,862.176411
1.019115,866.284684
1.019587,870.389153
1.020059,874.489824
1.020531,878.586701
1.021003,882.679791
1.021475,886.769098
1.021947,890.854628
1.022419,894.936385
1.022891,899.014376
1.023363,903.088605
1.023835,907.159077
1.024307,911.225798
1.024779,915.288773
1.025251,919.348007
1.025723,923.403505
1.026195,927.455272
1.026667,931.503314
1.027139,935.547635
1.027611,939.588241
1.028083,943.625138
1.028555,947.658329
1.029027,951.687820
1.029499,955.713616
1.029971,959.735722
1.030443,963.754144
1.030915,967.768886
1.031387,971.779954
1.031859,975.787352
1.032331,979.791085
1.032803,983.791159
1.033275,987.787579
1.033747,991.780349
1.034219,995.769475
1.034691,999.754961
1.035163,1003.736812
1.035635,1007.715034
1.036107,1011.689632
1.036579,1015.660610
1.037051,1019.627973
1.037523,1023.591727
1.037995,1027.551875
1.038467,1031.508424
1.038939,1035.461378
1.039411,1039.410742
1.039883,1043.356520
1.040355,1047.298718
1.040827,1051.237341
1.041299,1055.172393
1.041771,1059.103879
1.042243,1063.031805
1.042715,1066.956174
1.043187,1070.876992
1.043659,1074.794264
1.044131,1078.707994
1.044603,1082.618188
1.045075,1086.524849
1.045547,1090.427983
1.046019,1094.327595
1.046491,1098.223689
1.046963,1102.116270
1.047435,1106.005342
